transaction_id,timestamp,amount,merchant_id,merchant_category,location,card_age,transaction_frequency,is_fraud,hour,day_of_week,is_weekend
TXN001475,2025-10-12 09:21:22.717188,29.94,MERCH_GROCERY_1260,grocery,"Los Angeles, CA",570,1,0,9,6,1
TXN006120,2025-10-12 09:23:40.717188,7.95,MERCH_UTILITIES_5769,utilities,"New York, NY",1313,1,0,9,6,1
TXN009118,2025-10-12 09:24:17.717188,12.9,MERCH_ONLINE_RETAIL_9000,online_retail,"San Antonio, TX",1730,3,0,9,6,1
TXN002671,2025-10-12 09:24:30.717188,73.46,MERCH_ENTERTAINMENT_6754,entertainment,"Houston, TX",590,1,0,9,6,1
TXN008819,2025-10-12 09:27:39.717188,30.6,MERCH_CLOTHING_4194,clothing,"Chicago, IL",527,1,0,9,6,1
TXN009134,2025-10-12 09:29:21.717188,8.28,MERCH_SUBSCRIPTION_1982,subscription,"New York, NY",421,3,0,9,6,1
TXN007842,2025-10-12 09:33:23.717188,27.97,MERCH_HOME_IMPROVEMENT_5067,home_improvement,"Philadelphia, PA",1063,4,0,9,6,1
TXN003855,2025-10-12 09:34:00.717188,416.18,MERCH_ELECTRONICS_1737,electronics,"San Diego, CA",1799,3,0,9,6,1
TXN007434,2025-10-12 09:35:51.717188,116.76,MERCH_GROCERY_3698,grocery,"Los Angeles, CA",389,2,0,9,6,1
TXN003742,2025-10-12 09:36:12.717188,115.19,MERCH_SUBSCRIPTION_9556,subscription,"Los Angeles, CA",1789,6,0,9,6,1
TXN004839,2025-10-12 09:42:33.717188,46.11,MERCH_ENTERTAINMENT_6032,entertainment,"San Antonio, TX",918,1,0,9,6,1
TXN003045,2025-10-12 09:42:52.717188,282.25,MERCH_ELECTRONICS_2574,electronics,"Dallas, TX",502,5,0,9,6,1
TXN004591,2025-10-12 09:43:58.717188,60.68,MERCH_ONLINE_RETAIL_9818,online_retail,"Chicago, IL",1526,2,0,9,6,1
TXN009292,2025-10-12 09:46:14.717188,15.15,MERCH_RESTAURANT_8233,restaurant,"San Antonio, TX",1641,2,0,9,6,1
TXN007483,2025-10-12 09:46:52.717188,106.97,MERCH_TRAVEL_4094,travel,"San Diego, CA",1256,2,0,9,6,1
TXN001792,2025-10-12 09:47:00.717188,668.12,MERCH_ELECTRONICS_9978,electronics,"Houston, TX",758,2,0,9,6,1
TXN004861,2025-10-12 09:48:43.717188,26.64,MERCH_RESTAURANT_7641,restaurant,"San Jose, CA",272,3,0,9,6,1
TXN001198,2025-10-12 09:50:00.717188,76.14,MERCH_ELECTRONICS_1307,electronics,"San Diego, CA",1771,3,0,9,6,1
TXN002198,2025-10-12 09:50:14.717188,16.22,MERCH_ONLINE_RETAIL_1750,online_retail,"Dallas, TX",1025,1,0,9,6,1
TXN007990,2025-10-12 09:50:27.717188,367.08,MERCH_TRAVEL_7992,travel,"Dallas, TX",1268,2,0,9,6,1
TXN000120,2025-10-12 09:50:58.717188,2.15,MERCH_CLOTHING_5941,clothing,"Los Angeles, CA",677,1,0,9,6,1
TXN004981,2025-10-12 09:52:35.717188,45.76,MERCH_GAS_STATION_2566,gas_station,"Dallas, TX",1791,3,0,9,6,1
TXN006219,2025-10-12 09:55:28.717188,56.35,MERCH_CLOTHING_9853,clothing,"San Jose, CA",523,0,0,9,6,1
TXN008956,2025-10-12 09:56:50.717188,162.83,MERCH_ELECTRONICS_1612,electronics,"San Diego, CA",969,2,0,9,6,1
TXN002777,2025-10-12 09:58:19.717188,34.11,MERCH_GROCERY_4444,grocery,"Houston, TX",1066,3,0,9,6,1
TXN006539,2025-10-12 09:58:23.717188,59.14,MERCH_PHARMACY_3937,pharmacy,"Phoenix, AZ",483,1,0,9,6,1
TXN009461,2025-10-12 10:06:59.717188,32.71,MERCH_ENTERTAINMENT_1264,entertainment,"Chicago, IL",1496,5,0,10,6,1
TXN004606,2025-10-12 10:10:38.717188,5.02,MERCH_ELECTRONICS_4385,electronics,"San Antonio, TX",1597,3,0,10,6,1
TXN001428,2025-10-12 10:13:44.717188,52.38,MERCH_GAS_STATION_4476,gas_station,"San Antonio, TX",842,4,0,10,6,1
TXN005364,2025-10-12 10:18:10.717188,6.59,MERCH_ONLINE_RETAIL_8708,online_retail,"San Jose, CA",621,4,0,10,6,1
TXN005458,2025-10-12 10:18:52.717188,46.49,MERCH_HOME_IMPROVEMENT_9222,home_improvement,"San Jose, CA",1747,1,0,10,6,1
TXN001071,2025-10-12 10:20:59.717188,328.23,MERCH_TRAVEL_2397,travel,"Philadelphia, PA",1478,2,0,10,6,1
TXN005959,2025-10-12 10:21:19.717188,26.65,MERCH_ONLINE_RETAIL_9388,online_retail,"New York, NY",182,2,0,10,6,1
TXN005689,2025-10-12 10:21:30.717188,42.11,MERCH_HOME_IMPROVEMENT_6406,home_improvement,"New York, NY",962,5,0,10,6,1
TXN005724,2025-10-12 10:21:46.717188,64.33,MERCH_PHARMACY_1795,pharmacy,"San Diego, CA",676,3,0,10,6,1
TXN003098,2025-10-12 10:22:07.717188,7.26,MERCH_RESTAURANT_2908,restaurant,"Dallas, TX",1397,4,0,10,6,1
TXN006114,2025-10-12 10:23:25.717188,7.89,MERCH_ENTERTAINMENT_3063,entertainment,"New York, NY",266,4,0,10,6,1
TXN002558,2025-10-12 10:24:46.717188,51.26,MERCH_UTILITIES_2993,utilities,"Dallas, TX",1663,1,0,10,6,1
TXN004012,2025-10-12 10:25:23.717188,12.03,MERCH_CLOTHING_4295,clothing,"Chicago, IL",1215,1,0,10,6,1
TXN008913,2025-10-12 10:25:36.717188,18.17,MERCH_CLOTHING_8167,clothing,"Los Angeles, CA",1166,2,0,10,6,1
TXN006347,2025-10-12 10:25:40.717188,20.45,MERCH_HOME_IMPROVEMENT_1315,home_improvement,"Phoenix, AZ",1799,2,0,10,6,1
TXN008330,2025-10-12 10:25:47.717188,24.65,MERCH_GROCERY_6429,grocery,"San Diego, CA",1606,1,0,10,6,1
TXN006284,2025-10-12 10:27:16.717188,25.15,MERCH_RESTAURANT_6002,restaurant,"San Jose, CA",773,3,0,10,6,1
TXN001827,2025-10-12 10:30:21.717188,11.36,MERCH_SUBSCRIPTION_7664,subscription,"Dallas, TX",405,2,0,10,6,1
TXN007187,2025-10-12 10:30:24.717188,53.73,MERCH_TRAVEL_4831,travel,"Philadelphia, PA",1216,3,0,10,6,1
TXN001339,2025-10-12 10:33:45.717188,7.73,MERCH_RESTAURANT_8486,restaurant,"Phoenix, AZ",968,1,0,10,6,1
TXN000323,2025-10-12 10:33:56.717188,222.27,MERCH_ELECTRONICS_7981,electronics,"San Diego, CA",807,5,0,10,6,1
TXN007836,2025-10-12 10:36:19.717188,16.64,MERCH_TRAVEL_8319,travel,"San Jose, CA",1739,4,0,10,6,1
TXN000676,2025-10-12 10:37:49.717188,105.28,MERCH_ENTERTAINMENT_5525,entertainment,"Philadelphia, PA",1310,1,0,10,6,1
TXN008626,2025-10-12 10:37:54.717188,325.76,MERCH_ELECTRONICS_3108,electronics,"Los Angeles, CA",448,3,0,10,6,1
TXN002975,2025-10-12 10:40:30.717188,29.09,MERCH_PHARMACY_7006,pharmacy,"Phoenix, AZ",648,4,0,10,6,1
TXN004107,2025-10-12 10:42:01.717188,56.72,MERCH_UTILITIES_2212,utilities,"Dallas, TX",1127,4,0,10,6,1
TXN007368,2025-10-12 10:45:11.717188,47.06,MERCH_GAS_STATION_8447,gas_station,"Chicago, IL",1084,2,0,10,6,1
TXN006555,2025-10-12 10:45:20.717188,77.6,MERCH_CLOTHING_7272,clothing,"New York, NY",211,0,0,10,6,1
TXN004034,2025-10-12 10:45:26.717188,75.92,MERCH_UTILITIES_2843,utilities,"Phoenix, AZ",1212,4,0,10,6,1
TXN009653,2025-10-12 10:46:12.717188,72.76,MERCH_PHARMACY_7205,pharmacy,"Dallas, TX",1565,3,0,10,6,1
TXN001810,2025-10-12 10:47:07.717188,74.49,MERCH_UTILITIES_4399,utilities,"Los Angeles, CA",1283,3,0,10,6,1
TXN006205,2025-10-12 10:47:40.717188,45.94,MERCH_CLOTHING_5657,clothing,"Chicago, IL",1508,2,0,10,6,1
TXN007019,2025-10-12 10:47:50.717188,6.69,MERCH_ONLINE_RETAIL_3633,online_retail,"San Diego, CA",1438,0,0,10,6,1
TXN007125,2025-10-12 10:48:43.717188,26.19,MERCH_ONLINE_RETAIL_6920,online_retail,"San Jose, CA",242,1,0,10,6,1
TXN002344,2025-10-12 10:50:23.717188,55.47,MERCH_RESTAURANT_5587,restaurant,"Houston, TX",1676,3,0,10,6,1
TXN007190,2025-10-12 10:53:24.717188,40.37,MERCH_GAS_STATION_9587,gas_station,"Houston, TX",599,1,0,10,6,1
TXN001824,2025-10-12 10:54:00.717188,139.06,MERCH_ELECTRONICS_7097,electronics,"Houston, TX",1476,2,0,10,6,1
TXN003021,2025-10-12 10:55:43.717188,40.41,MERCH_PHARMACY_8682,pharmacy,"Philadelphia, PA",1443,3,0,10,6,1
TXN006136,2025-10-12 10:58:07.717188,12.43,MERCH_CLOTHING_6007,clothing,"San Antonio, TX",1002,2,0,10,6,1
TXN000744,2025-10-12 11:00:00.717188,9.83,MERCH_RESTAURANT_8483,restaurant,"Houston, TX",704,0,0,11,6,1
TXN008097,2025-10-12 11:01:35.717188,554.41,MERCH_TRAVEL_1603,travel,"San Antonio, TX",372,0,0,11,6,1
TXN001459,2025-10-12 11:01:41.717188,35.7,MERCH_PHARMACY_8112,pharmacy,"Chicago, IL",1437,2,0,11,6,1
TXN000206,2025-10-12 11:03:39.717188,50.42,MERCH_GROCERY_3024,grocery,"Dallas, TX",721,3,0,11,6,1
TXN009128,2025-10-12 11:05:01.717188,26.83,MERCH_ENTERTAINMENT_4453,entertainment,"Phoenix, AZ",953,3,0,11,6,1
TXN008854,2025-10-12 11:09:15.717188,12.32,MERCH_ONLINE_RETAIL_4727,online_retail,"Philadelphia, PA",965,3,0,11,6,1
TXN009117,2025-10-12 11:11:48.717188,45.41,MERCH_CLOTHING_2979,clothing,"New York, NY",1458,1,0,11,6,1
TXN008203,2025-10-12 11:11:57.717188,64.35,MERCH_ONLINE_RETAIL_8699,online_retail,"Los Angeles, CA",1088,3,0,11,6,1
TXN009432,2025-10-12 11:11:59.717188,10.13,MERCH_ENTERTAINMENT_2576,entertainment,"San Diego, CA",536,1,0,11,6,1
TXN009162,2025-10-12 11:13:42.717188,65.99,MERCH_GROCERY_7724,grocery,"Dallas, TX",988,2,0,11,6,1
TXN003635,2025-10-12 11:14:11.717188,20.26,MERCH_CLOTHING_5900,clothing,"Philadelphia, PA",984,0,0,11,6,1
TXN002727,2025-10-12 11:14:55.717188,573.29,MERCH_TRAVEL_5627,travel,"San Antonio, TX",1350,2,0,11,6,1
TXN006959,2025-10-12 11:15:42.717188,5.59,MERCH_CLOTHING_5785,clothing,"Chicago, IL",872,4,0,11,6,1
TXN005497,2025-10-12 11:18:32.717188,38.65,MERCH_HOME_IMPROVEMENT_4221,home_improvement,"Los Angeles, CA",1002,1,0,11,6,1
TXN001606,2025-10-12 11:19:57.717188,53.05,MERCH_GROCERY_5831,grocery,"New York, NY",1325,2,0,11,6,1
TXN000961,2025-10-12 11:22:14.717188,65.24,MERCH_TRAVEL_7885,travel,"Philadelphia, PA",624,1,0,11,6,1
TXN006497,2025-10-12 11:22:51.717188,20.72,MERCH_ONLINE_RETAIL_2216,online_retail,"Chicago, IL",605,1,0,11,6,1
TXN004213,2025-10-12 11:23:26.717188,19.36,MERCH_HOME_IMPROVEMENT_3431,home_improvement,"San Diego, CA",1668,1,0,11,6,1
TXN008940,2025-10-12 11:25:39.717188,56.29,MERCH_TRAVEL_1841,travel,"San Antonio, TX",309,5,0,11,6,1
TXN006614,2025-10-12 11:27:07.717188,15.21,MERCH_ELECTRONICS_5208,electronics,"San Diego, CA",362,4,0,11,6,1
TXN008751,2025-10-12 11:28:47.717188,4.88,MERCH_CLOTHING_2977,clothing,"Los Angeles, CA",188,1,0,11,6,1
TXN002495,2025-10-12 11:30:49.717188,48.19,MERCH_SUBSCRIPTION_2301,subscription,"Dallas, TX",1698,3,0,11,6,1
TXN003116,2025-10-12 11:34:24.717188,68.16,MERCH_GAS_STATION_2701,gas_station,"San Jose, CA",1508,4,0,11,6,1
TXN001135,2025-10-12 11:34:27.717188,21.48,MERCH_HOME_IMPROVEMENT_8132,home_improvement,"San Antonio, TX",1390,5,0,11,6,1
TXN009407,2025-10-12 11:35:23.717188,38.16,MERCH_HOME_IMPROVEMENT_2962,home_improvement,"Houston, TX",725,2,0,11,6,1
TXN002823,2025-10-12 11:36:43.717188,23.06,MERCH_GAS_STATION_3571,gas_station,"San Antonio, TX",1094,4,0,11,6,1
TXN002993,2025-10-12 11:37:22.717188,63.38,MERCH_GROCERY_9665,grocery,"San Diego, CA",768,1,0,11,6,1
TXN001574,2025-10-12 11:38:58.717188,24.8,MERCH_RESTAURANT_5578,restaurant,"Dallas, TX",466,5,0,11,6,1
TXN004470,2025-10-12 11:39:00.717188,277.46,MERCH_ELECTRONICS_1262,electronics,"Philadelphia, PA",660,2,0,11,6,1
TXN000258,2025-10-12 11:39:09.717188,24.21,MERCH_HOME_IMPROVEMENT_1307,home_improvement,"San Antonio, TX",266,2,0,11,6,1
TXN002253,2025-10-12 11:39:40.717188,49.42,MERCH_SUBSCRIPTION_9096,subscription,"San Jose, CA",483,0,0,11,6,1
TXN004207,2025-10-12 11:40:33.717188,58.46,MERCH_GROCERY_9668,grocery,"San Antonio, TX",283,2,0,11,6,1
TXN008995,2025-10-12 11:41:38.717188,50.21,MERCH_ENTERTAINMENT_5805,entertainment,"Chicago, IL",222,2,0,11,6,1
TXN008189,2025-10-12 11:44:05.717188,14.64,MERCH_ENTERTAINMENT_3983,entertainment,"Philadelphia, PA",668,4,0,11,6,1
TXN002381,2025-10-12 11:44:36.717188,31.12,MERCH_UTILITIES_9569,utilities,"Philadelphia, PA",924,0,0,11,6,1
TXN002094,2025-10-12 11:47:20.717188,197.67,MERCH_ELECTRONICS_7628,electronics,"San Jose, CA",643,1,0,11,6,1
TXN009069,2025-10-12 11:47:33.717188,8.1,MERCH_RESTAURANT_5025,restaurant,"San Diego, CA",1483,2,0,11,6,1
TXN003144,2025-10-12 11:50:10.717188,13.88,MERCH_RESTAURANT_5130,restaurant,"Phoenix, AZ",674,2,0,11,6,1
TXN005968,2025-10-12 11:53:54.717188,12.78,MERCH_CLOTHING_1476,clothing,"Houston, TX",1650,0,0,11,6,1
TXN005198,2025-10-12 11:54:46.717188,62.13,MERCH_ENTERTAINMENT_9083,entertainment,"New York, NY",1461,7,0,11,6,1
TXN005113,2025-10-12 11:56:35.717188,119.28,MERCH_SUBSCRIPTION_8008,subscription,"San Antonio, TX",728,0,0,11,6,1
TXN007375,2025-10-12 11:56:44.717188,16.58,MERCH_CLOTHING_8776,clothing,"Phoenix, AZ",1640,2,0,11,6,1
TXN006173,2025-10-12 11:57:17.717188,35.76,MERCH_HOME_IMPROVEMENT_2160,home_improvement,"Philadelphia, PA",1241,3,0,11,6,1
TXN009581,2025-10-12 12:00:45.717188,114.64,MERCH_ONLINE_RETAIL_2405,online_retail,"San Diego, CA",954,3,0,12,6,1
TXN004626,2025-10-12 12:00:48.717188,199.86,MERCH_ELECTRONICS_7127,electronics,"Chicago, IL",213,5,0,12,6,1
TXN000482,2025-10-12 12:02:53.717188,75.1,MERCH_ELECTRONICS_2344,electronics,"Los Angeles, CA",684,3,0,12,6,1
TXN000728,2025-10-12 12:05:16.717188,209.38,MERCH_ELECTRONICS_9524,electronics,"San Diego, CA",775,3,0,12,6,1
TXN000090,2025-10-12 12:06:02.717188,18.5,MERCH_ONLINE_RETAIL_4680,online_retail,"Phoenix, AZ",1557,3,0,12,6,1
TXN006140,2025-10-12 12:06:39.717188,12.03,MERCH_GROCERY_2402,grocery,"San Jose, CA",353,6,0,12,6,1
TXN000036,2025-10-12 12:10:16.717188,15.24,MERCH_PHARMACY_4899,pharmacy,"Dallas, TX",325,5,0,12,6,1
TXN006776,2025-10-12 12:10:21.717188,35.05,MERCH_CLOTHING_3279,clothing,"Chicago, IL",1281,5,0,12,6,1
TXN008458,2025-10-12 12:10:30.717188,26.48,MERCH_ONLINE_RETAIL_8739,online_retail,"Philadelphia, PA",1052,5,0,12,6,1
TXN008450,2025-10-12 12:10:33.717188,65.69,MERCH_ELECTRONICS_5269,electronics,"Chicago, IL",1709,4,0,12,6,1
TXN007617,2025-10-12 12:11:51.717188,25.85,MERCH_CLOTHING_8385,clothing,"New York, NY",293,4,0,12,6,1
TXN005906,2025-10-12 12:14:26.717188,59.27,MERCH_RESTAURANT_7385,restaurant,"Philadelphia, PA",717,1,0,12,6,1
TXN009792,2025-10-12 12:16:23.717188,18.12,MERCH_UTILITIES_5317,utilities,"Philadelphia, PA",1055,5,0,12,6,1
TXN004859,2025-10-12 12:17:30.717188,18.37,MERCH_ONLINE_RETAIL_9763,online_retail,"San Diego, CA",1067,2,0,12,6,1
TXN002914,2025-10-12 12:18:30.717188,13.41,MERCH_CLOTHING_7575,clothing,"San Diego, CA",912,4,0,12,6,1
TXN004286,2025-10-12 12:19:05.717188,68.64,MERCH_ELECTRONICS_4438,electronics,"New York, NY",246,1,0,12,6,1
TXN001430,2025-10-12 12:19:49.717188,20.81,MERCH_GROCERY_4847,grocery,"Philadelphia, PA",286,1,0,12,6,1
TXN007903,2025-10-12 12:20:13.717188,184.7,MERCH_ELECTRONICS_8077,electronics,"Phoenix, AZ",1257,1,0,12,6,1
TXN002257,2025-10-12 12:21:46.717188,22.08,MERCH_SUBSCRIPTION_6805,subscription,"San Antonio, TX",974,2,0,12,6,1
TXN005589,2025-10-12 12:22:50.717188,8.65,MERCH_CLOTHING_5897,clothing,"Phoenix, AZ",1589,2,0,12,6,1
TXN004898,2025-10-12 12:23:55.717188,103.95,MERCH_TRAVEL_4219,travel,"San Antonio, TX",1500,2,0,12,6,1
TXN000561,2025-10-12 12:27:38.717188,26.69,MERCH_RESTAURANT_2690,restaurant,"Los Angeles, CA",1676,6,0,12,6,1
TXN005075,2025-10-12 12:31:42.717188,52.78,MERCH_SUBSCRIPTION_4981,subscription,"Chicago, IL",1573,2,0,12,6,1
TXN003536,2025-10-12 12:32:18.717188,27.42,MERCH_ONLINE_RETAIL_5067,online_retail,"San Jose, CA",411,3,0,12,6,1
TXN004800,2025-10-12 12:33:10.717188,24.71,MERCH_TRAVEL_3496,travel,"Los Angeles, CA",285,0,0,12,6,1
TXN001435,2025-10-12 12:33:59.717188,23.97,MERCH_SUBSCRIPTION_5266,subscription,"Chicago, IL",1066,2,0,12,6,1
TXN007406,2025-10-12 12:36:39.717188,48.98,MERCH_HOME_IMPROVEMENT_6625,home_improvement,"Phoenix, AZ",581,3,0,12,6,1
TXN008180,2025-10-12 12:38:01.717188,398.39,MERCH_ELECTRONICS_7530,electronics,"San Antonio, TX",447,5,0,12,6,1
TXN001020,2025-10-12 12:38:46.717188,28.66,MERCH_ENTERTAINMENT_3209,entertainment,"Chicago, IL",1764,4,0,12,6,1
TXN002865,2025-10-12 12:38:57.717188,76.95,MERCH_ENTERTAINMENT_9149,entertainment,"New York, NY",241,2,0,12,6,1
TXN002189,2025-10-12 12:39:52.717188,3.69,MERCH_HOME_IMPROVEMENT_8844,home_improvement,"Los Angeles, CA",1434,3,0,12,6,1
TXN006444,2025-10-12 12:43:17.717188,19.12,MERCH_SUBSCRIPTION_1513,subscription,"Houston, TX",1184,2,0,12,6,1
TXN004258,2025-10-12 12:44:40.717188,71.46,MERCH_SUBSCRIPTION_6207,subscription,"Chicago, IL",526,1,0,12,6,1
TXN000008,2025-10-12 12:48:32.717188,9.46,MERCH_CLOTHING_4150,clothing,"Philadelphia, PA",1446,5,0,12,6,1
TXN003749,2025-10-12 12:48:38.717188,101.57,MERCH_UTILITIES_8857,utilities,"Dallas, TX",496,1,0,12,6,1
TXN008541,2025-10-12 12:52:05.717188,21.95,MERCH_UTILITIES_5826,utilities,"Chicago, IL",1290,3,0,12,6,1
TXN003192,2025-10-12 12:57:26.717188,439.39,MERCH_TRAVEL_9831,travel,"San Diego, CA",381,2,0,12,6,1
TXN003188,2025-10-12 13:01:02.717188,45.9,MERCH_PHARMACY_5527,pharmacy,"Chicago, IL",1123,3,0,13,6,1
TXN000760,2025-10-12 13:01:45.717188,30.67,MERCH_PHARMACY_5557,pharmacy,"Philadelphia, PA",673,3,0,13,6,1
TXN007487,2025-10-12 13:05:10.717188,20.94,MERCH_ENTERTAINMENT_4315,entertainment,"Houston, TX",278,2,0,13,6,1
TXN004140,2025-10-12 13:05:59.717188,16.3,MERCH_CLOTHING_1572,clothing,"Los Angeles, CA",1024,2,0,13,6,1
TXN000220,2025-10-12 13:07:02.717188,2.92,MERCH_SUBSCRIPTION_4538,subscription,"San Jose, CA",604,4,0,13,6,1
TXN005572,2025-10-12 13:07:08.717188,58.63,MERCH_PHARMACY_4965,pharmacy,"San Diego, CA",628,2,0,13,6,1
TXN000763,2025-10-12 13:07:45.717188,398.63,MERCH_TRAVEL_9148,travel,"Los Angeles, CA",827,0,0,13,6,1
TXN001189,2025-10-12 13:07:52.717188,56.87,MERCH_GAS_STATION_4027,gas_station,"San Jose, CA",949,1,0,13,6,1
TXN002249,2025-10-12 13:11:37.717188,25.49,MERCH_CLOTHING_4774,clothing,"San Jose, CA",1171,1,0,13,6,1
TXN006293,2025-10-12 13:14:08.717188,144.84,MERCH_CLOTHING_2511,clothing,"Dallas, TX",625,3,0,13,6,1
TXN004906,2025-10-12 13:14:29.717188,14.79,MERCH_GROCERY_8765,grocery,"Houston, TX",1198,1,0,13,6,1
TXN003951,2025-10-12 13:18:17.717188,52.83,MERCH_RESTAURANT_9413,restaurant,"San Diego, CA",1267,1,0,13,6,1
TXN004613,2025-10-12 13:18:26.717188,35.46,MERCH_CLOTHING_7202,clothing,"San Antonio, TX",477,7,0,13,6,1
TXN008796,2025-10-12 13:19:10.717188,21.22,MERCH_GROCERY_5625,grocery,"Los Angeles, CA",1122,2,0,13,6,1
TXN002668,2025-10-12 13:19:39.717188,3.9,MERCH_UTILITIES_7677,utilities,"San Antonio, TX",1615,3,0,13,6,1
TXN007111,2025-10-12 13:23:49.717188,6.7,MERCH_ENTERTAINMENT_2301,entertainment,"Dallas, TX",653,2,0,13,6,1
TXN005899,2025-10-12 13:26:02.717188,28.62,MERCH_RESTAURANT_2816,restaurant,"Los Angeles, CA",1236,6,0,13,6,1
TXN008431,2025-10-12 13:26:47.717188,49.95,MERCH_ENTERTAINMENT_7985,entertainment,"Phoenix, AZ",865,2,0,13,6,1
TXN004871,2025-10-12 13:29:34.717188,36.3,MERCH_HOME_IMPROVEMENT_3321,home_improvement,"San Jose, CA",1385,2,0,13,6,1
TXN005642,2025-10-12 13:29:54.717188,32.42,MERCH_CLOTHING_3606,clothing,"Philadelphia, PA",520,0,0,13,6,1
TXN000755,2025-10-12 13:29:55.717188,7.7,MERCH_PHARMACY_4669,pharmacy,"Dallas, TX",205,3,0,13,6,1
TXN008957,2025-10-12 13:30:59.717188,45.46,MERCH_RESTAURANT_1014,restaurant,"Dallas, TX",488,2,0,13,6,1
TXN000893,2025-10-12 13:31:03.717188,13.71,MERCH_ENTERTAINMENT_7642,entertainment,"San Antonio, TX",903,5,0,13,6,1
TXN009233,2025-10-12 13:36:08.717188,25.48,MERCH_HOME_IMPROVEMENT_1974,home_improvement,"San Jose, CA",318,4,0,13,6,1
TXN009425,2025-10-12 13:37:00.717188,34.32,MERCH_SUBSCRIPTION_6185,subscription,"San Diego, CA",1231,5,0,13,6,1
TXN000367,2025-10-12 13:37:46.717188,435.06,MERCH_TRAVEL_5582,travel,"Dallas, TX",1745,5,0,13,6,1
TXN005690,2025-10-12 13:38:30.717188,13.71,MERCH_SUBSCRIPTION_6255,subscription,"Dallas, TX",654,3,0,13,6,1
TXN009462,2025-10-12 13:42:06.717188,30.25,MERCH_GAS_STATION_2919,gas_station,"Philadelphia, PA",1387,3,0,13,6,1
TXN007320,2025-10-12 13:46:41.717188,33.8,MERCH_UTILITIES_7833,utilities,"Philadelphia, PA",1628,5,0,13,6,1
TXN000057,2025-10-12 13:47:27.717188,22.72,MERCH_SUBSCRIPTION_6718,subscription,"Chicago, IL",723,4,0,13,6,1
TXN000597,2025-10-12 13:48:43.717188,40.47,MERCH_GROCERY_5777,grocery,"Houston, TX",935,3,0,13,6,1
TXN001590,2025-10-12 13:50:22.717188,27.44,MERCH_HOME_IMPROVEMENT_5253,home_improvement,"Chicago, IL",313,5,0,13,6,1
TXN005965,2025-10-12 13:51:22.717188,71.83,MERCH_GAS_STATION_9961,gas_station,"Dallas, TX",327,1,0,13,6,1
TXN007918,2025-10-12 13:52:31.717188,125.97,MERCH_TRAVEL_8985,travel,"San Diego, CA",617,2,0,13,6,1
TXN008905,2025-10-12 13:56:28.717188,388.69,MERCH_ELECTRONICS_8345,electronics,"New York, NY",571,1,0,13,6,1
TXN003603,2025-10-12 13:59:09.717188,37.93,MERCH_ENTERTAINMENT_9276,entertainment,"San Diego, CA",1082,2,0,13,6,1
TXN007973,2025-10-12 13:59:51.717188,18.9,MERCH_PHARMACY_8748,pharmacy,"Los Angeles, CA",1027,5,0,13,6,1
TXN007326,2025-10-12 14:02:57.717188,26.86,MERCH_GAS_STATION_2257,gas_station,"New York, NY",507,3,0,14,6,1
TXN007626,2025-10-12 14:10:51.717188,49.8,MERCH_CLOTHING_6789,clothing,"Houston, TX",265,0,0,14,6,1
TXN002621,2025-10-12 14:13:20.717188,20.45,MERCH_HOME_IMPROVEMENT_9109,home_improvement,"Houston, TX",1174,2,0,14,6,1
TXN009520,2025-10-12 14:14:38.717188,2.91,MERCH_ENTERTAINMENT_8303,entertainment,"Dallas, TX",829,1,0,14,6,1
TXN008151,2025-10-12 14:15:50.717188,67.32,MERCH_UTILITIES_4013,utilities,"Philadelphia, PA",1158,2,0,14,6,1
TXN001153,2025-10-12 14:21:55.717188,44.46,MERCH_ENTERTAINMENT_7974,entertainment,"San Jose, CA",1113,0,0,14,6,1
TXN001444,2025-10-12 14:27:09.717188,13.21,MERCH_ELECTRONICS_9335,electronics,"Chicago, IL",549,2,0,14,6,1
TXN005472,2025-10-12 14:29:17.717188,21.34,MERCH_PHARMACY_2445,pharmacy,"Houston, TX",317,4,0,14,6,1
TXN002071,2025-10-12 14:29:35.717188,67.75,MERCH_HOME_IMPROVEMENT_5422,home_improvement,"San Antonio, TX",1434,1,0,14,6,1
TXN005653,2025-10-12 14:29:38.717188,43.5,MERCH_CLOTHING_1457,clothing,"Chicago, IL",455,3,0,14,6,1
TXN005654,2025-10-12 14:29:56.717188,117.58,MERCH_SUBSCRIPTION_4980,subscription,"Houston, TX",679,2,0,14,6,1
TXN009544,2025-10-12 14:30:25.717188,104.58,MERCH_ELECTRONICS_2385,electronics,"Phoenix, AZ",1146,7,0,14,6,1
TXN005047,2025-10-12 14:32:08.717188,54.42,MERCH_GAS_STATION_4154,gas_station,"Phoenix, AZ",1421,2,0,14,6,1
TXN003254,2025-10-12 14:34:01.717188,36.29,MERCH_ONLINE_RETAIL_4581,online_retail,"Chicago, IL",384,1,0,14,6,1
TXN002407,2025-10-12 14:35:45.717188,64.83,MERCH_CLOTHING_1440,clothing,"San Jose, CA",1696,2,0,14,6,1
TXN006748,2025-10-12 14:37:12.717188,42.68,MERCH_PHARMACY_6260,pharmacy,"San Diego, CA",1573,2,0,14,6,1
TXN003558,2025-10-12 14:40:57.717188,32.28,MERCH_HOME_IMPROVEMENT_9811,home_improvement,"Houston, TX",306,0,0,14,6,1
TXN005479,2025-10-12 14:48:12.717188,24.87,MERCH_HOME_IMPROVEMENT_7776,home_improvement,"San Antonio, TX",1576,0,0,14,6,1
